account,opp,stage,forecasted,fc,amount,close,pinned,verdict,win_old,win_new,mom_old,mom_new,fc_conf,risk,commit,ceiling,qual_cap,override,win_reasons,mom_reasons,note
"Consumer Cellular, Inc",Consumer Cellular__2025,Shortlisted,True,Upside Key Deal,191000.0,2026-07-31,False,Close Date Risk,70.0,70.0,85.0,85.0,59.1,27.9,44.2,70.0,74 by access to power (economic buyer)=partial,False,momentum_adj +14.5: momentum 85 vs stage-expected 56 | scope_reduced -7.0: scope narrowed vs prior — iRisk was dropped from the business case on 27 Mar 2026 to avoid scope creep and int | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'manual process' in Next-Step/narrative | preference +6.0: preference strength +1.00 (weight 20) — from Next-Step/narrative: 'front runner' in Next-Step/narrative | champion +4.5: champion strength +1.00 (weight 15) | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'cfo' in Next-Step/narrative,engagement +35.0: engagement points 35.0 (type × buyer/rep × recency over 60d),
Cornerstone OnDemand,CornerstoneOD_OPP_July'25,Formal Evaluation,True,Pipeline,185000.0,2026-08-27,False,Slowing,13.5,13.5,25.0,25.0,4.6,13.6,54.7,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj -27.0: momentum 25 vs stage-expected 52 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'inefficien' in Next-Step/narrative | preference +3.0: preference strength +0.50 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive +0.9: competitive strength +0.20 (weight 15),stalling -25.0: last genuine buyer touch 323d ago vs the ~21d cadence this stage needs — going quiet | engagement +0.6: engagement points 0.6 (type × buyer/rep × recency over 60d) | false_velocity +0.0: activity without progression — busy next-step log but the deal is slipping (close pushed / confidence down / b,
"Russell Investments Group, LLC",Russell Investment Scope 1 S2P,Formal Evaluation,True,Pipeline,182696.0,2026-07-17,False,Off Track,29.9,18.9,46.0,35.0,7.5,16.8,44.2,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj -17.0: momentum 35 vs stage-expected 52 | preference -2.4: preference strength -0.40 (weight 20) | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20) | champion +1.4: champion strength +0.30 (weight 15) | competitive +0.9: competitive strength +0.20 (weight 15),verdict_reconcile -11.0: the deal's own verdict is 'Off Track' — momentum cannot read hotter than the holistic judgment; capped at 35 | stalling -4.0: no activity instrumentation on this record yet (cadence reads fully after its next sweep) — Salesforce shows a,
Sitecore,Sitecore_S2P_Apr26,Shortlisted,True,Upside Key Deal,180000.0,2026-08-12,False,Close Date Risk,52.0,52.0,85.0,85.0,41.1,27.9,44.2,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj +14.5: momentum 85 vs stage-expected 56 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'automation' in Next-Step/narrative | preference +6.0: preference strength +1.00 (weight 20) — from Next-Step/narrative: 'positive feedback' in Next-Step/narrative | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'cpo' in Next-Step/narrative | business_case +3.0: business case strength +1.00 (weight 10) — from Next-Step/narrative: 'business case' in Next-Step/narrative | champion -2.2: champion strength -0.50 (weight 15),engagement +35.0: engagement points 35.0 (type × buyer/rep × recency over 60d),
Waseef Corporate,Waseef S2P_2026,Formal Evaluation,True,Pipeline,180000.0,2026-08-31,False,Slowing,5.0,5.0,14.0,14.0,0.0,9.1,33.5,70.0,74 by access to power (economic buyer)=partial,False,momentum_adj -38.0: momentum 14 vs stage-expected 52 | differentiation +5.1: differentiation strength +0.85 (weight 20) — from MEDDPICC 2.0: Yardi has no sourcing module — the entire PR→P | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'c-level' in Next-Step/narrative | preference +3.0: preference strength +0.50 (weight 20) | business_case +3.0: business case strength +1.00 (weight 10) | champion -2.2: champion strength -0.50 (weight 15),"stalling -25.0: last genuine buyer touch 79d ago vs the ~21d cadence this stage needs — going quiet | scope_cut -6.0: deal size cut recently (Amount 180050 -> 180000 (6d ago)) — contracting, not advancing | confidence -5.0: rep confidence 20% (low) | false_velocity +0.0: activity without progression — busy next-step log but the deal is slipping (close pushed / confidence down / b",
BMI Group,BMI_S2C_2025,Formal Evaluation,True,Pipeline,180000.0,2026-07-31,False,Close Date Risk,52.0,52.0,90.0,90.0,57.7,0.0,54.7,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj +19.0: momentum 90 vs stage-expected 52 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'differentiat' in Next-Step/narrative | business_case +3.0: business case strength +1.00 (weight 10) — from Next-Step/narrative: 'business case' in Next-Step/narrative | exec_access +2.7: exec access strength +0.60 (weight 15) — from MEDDPICC: The economic buyer is not yet clearly identified. Venk | preference +2.4: preference strength +0.40 (weight 20) | competitive -2.2: competitive strength -0.50 (weight 15),engagement +35.0: engagement points 35.0 (type × buyer/rep × recency over 60d) | close_date_direction +5.0: Close date 2026-12-31 -> 2026-07-31 (pulled in 153d) — accelerating,
Arabian Industries LLC,Arabian Industries,Shortlisted,False,Best Case,175000.0,2026-10-01,False,Slowing,70.0,70.0,57.8,57.8,63.0,13.6,44.2,70.0,74 by access to power (economic buyer)=partial,False,"differentiation +6.0: differentiation strength +1.00 (weight 20) — from MEDDPICC: Moving from manual procurement and contract proces | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'cfo' in Next-Step/narrative | forecast_conviction +4.0: Best Case forecast is evidence-consistent — manager conviction credited | trend_nudge +3.5: recent CRM moves: stage advanced, forecast upgraded, amount cut, close pushed 34d | preference +2.4: preference strength +0.40 (weight 20) | stage_trend +2.1: stage trend +0.58","engagement +7.8: 2 inbound buyer repl(ies) in the last 30d (legacy volume read) — discounted ×0.82 (deal trending DOWN on 1 axi | progression +6.0: stage trend: moved UP recently — deal advancing | scope_cut -6.0: deal size cut recently (Amount 176400 -> 175000 (6d ago)) — contracting, not advancing",
Hut 8,"Hut 8_ S2C, Spend Opp - July '26",Qualified,False,Pipeline,175000.0,2026-10-08,False,At Risk,5.0,5.0,46.0,46.0,0.0,16.8,8.0,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -4.0: momentum 46 vs stage-expected 50 | differentiation -3.0: differentiation strength -0.50 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive +2.2: competitive strength +0.50 (weight 15) | preference -1.8: preference strength -0.30 (weight 20),stalling -4.0: no activity instrumentation on this record yet (cadence reads fully after its next sweep) — Salesforce shows a,
ARUP Laboratories,ARUP_August 25',Shortlisted,True,Upside Key Deal,165000.0,2026-07-31,False,Close Date Risk,67.5,67.5,85.0,85.0,57.4,24.4,39.7,70.0,74 by access to power (economic buyer)=partial,False,momentum_adj +14.5: momentum 85 vs stage-expected 56 | champion +4.5: champion strength +1.00 (weight 15) — from Next-Step/narrative: 'champion' in Next-Step/narrative | competitive -4.5: competitive strength -1.00 (weight 15) | preference +2.4: preference strength +0.40 (weight 20) | differentiation +1.8: differentiation strength +0.30 (weight 20) | exec_access +1.4: exec access strength +0.30 (weight 15),engagement +35.0: engagement points 35.0 on the RFP process clock (month-old deliverable work keeps weight),
Los Angeles County Metropolitan Transportation Authority,LA County_eproc+clm+sourcing_ March26,Qualified,False,Pipeline,160000.0,2027-02-19,False,Off Track,5.0,5.0,34.5,34.5,0.0,16.8,37.4,30.0,52 by access to power (economic buyer)=gap,False,"momentum_adj -15.5: momentum 34 vs stage-expected 50 | trend_nudge +6.0: recent CRM moves: stage advanced, close pulled in | differentiation -3.0: differentiation strength -0.50 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive +2.2: competitive strength +0.50 (weight 15)",stalling -25.0: last genuine buyer touch 114d ago vs the ~30d cadence this stage needs — going quiet | progression +6.0: stage trend: moved UP recently — deal advancing | close_date_direction +3.5: Close date 2027-03-26 -> 2027-02-19 (pulled in 35d) — accelerating,
Shenzhen WIK Domestic Appliances CO Ltd.,WIK_ANA Intake Pilot,Formal Evaluation,True,Pipeline,150000.0,2026-08-19,False,Slowing,30.2,25.2,39.2,34.2,17.4,13.6,54.7,52.0,52 by access to power (economic buyer)=gap,False,"momentum_adj -17.8: momentum 34 vs stage-expected 52 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'inefficien' in Next-Step/narrative | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'cpo' in Next-Step/narrative | trend_nudge -3.7: recent CRM moves: stage advanced, forecast downgraded, amount cut, close pushed 61d | preference +2.4: preference strength +0.40 (weight 20) | competitive +2.2: competitive strength +0.50 (weight 15)","regression -10.0: forecast category trend: moved DOWN recently — forecast/stage cut, deal regressing | scope_cut -6.0: deal size cut recently (Amount 250000 -> 150000 (31d ago)) — contracting, not advancing | engagement +5.3: buyer touched the deal 6d ago (buyer reply) — freshness floor — discounted ×0.66 (deal trending DOWN on 2 axes | close_date_direction -5.1: Close date 2026-06-19 -> 2026-08-19 (pushed out 61d) — 61d cumulative push is beyond tolerance",
ASSA ABLOY,Assa_Abloy_S2C,Qualified,False,Pipeline,150000.0,2027-01-26,False,On Track,26.6,26.6,62.9,62.9,27.0,0.0,44.2,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj +6.4: momentum 63 vs stage-expected 50 | preference -2.4: preference strength -0.40 (weight 20) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive +2.2: competitive strength +0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20) | champion +1.4: champion strength +0.30 (weight 15),engagement +12.9: engagement points 12.9 (type × buyer/rep × recency over 60d),
Bandhan Bank,Bandhan Bank_S2P,Shortlisted,True,Best Case,150000.0,2026-07-08,False,At Risk,52.0,52.0,66.0,66.0,25.8,53.9,44.2,52.0,52 by access to power (economic buyer)=gap,False,momentum_adj +5.0: momentum 66 vs stage-expected 56 | champion +4.5: champion strength +1.00 (weight 15) | preference -2.4: preference strength -0.40 (weight 20) | exec_access -2.2: exec access strength -0.50 (weight 15) | differentiation +1.8: differentiation strength +0.30 (weight 20) | competitive +0.9: competitive strength +0.20 (weight 15),"engagement +8.0: buyer touched the deal 3d ago (meeting) — freshness floor | next_step_plan +8.0: 1 upcoming milestone(s), nearest 2026-07-13 — live advancing plan",
Piraeus Port Authority,"Piraeurs Port Authority_eSourcing, SRM, CLM",Qualified,False,Pipeline,150000.0,2027-03-31,False,Slowing,26.4,22.6,53.5,48.0,7.2,13.6,8.0,30.0,52 by access to power (economic buyer)=gap,False,differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'automation' in Next-Step/narrative | preference +2.4: preference strength +0.40 (weight 20) | stage_trend +2.3: stage trend +0.66 | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive +2.2: competitive strength +0.50 (weight 15),"close_date_direction -8.0: Close date 2026-12-31 -> 2027-03-31 (pushed out 90d) — 90d cumulative push is beyond tolerance | progression +6.0: stage trend: moved UP recently — deal advancing | stalling -4.0: no activity instrumentation on this record yet (cadence reads fully after its next sweep) — Salesforce shows a | next_step_plan +4.0: 1 upcoming milestone(s), nearest 2026-07-10 — live advancing plan",
Rocket Lab Ltd,Rocketlab_Sourcing+EProc+SRM_May26,Qualified,True,Pipeline,150000.0,2026-09-24,False,Off Track,5.0,5.0,38.0,35.0,0.0,19.3,31.8,30.0,52 by access to power (economic buyer)=gap,False,momentum_adj -15.0: momentum 35 vs stage-expected 50 | differentiation -3.0: differentiation strength -0.50 (weight 20) | champion -2.2: champion strength -0.50 (weight 15) | exec_access -2.2: exec access strength -0.50 (weight 15) | competitive +2.2: competitive strength +0.50 (weight 15) | preference -1.8: preference strength -0.30 (weight 20),stalling -12.0: no activity instrumentation on this record yet (cadence reads fully after its next sweep) — Salesforce shows a | verdict_reconcile -3.0: the deal's own verdict is 'Off Track' — momentum cannot read hotter than the holistic judgment; capped at 35,
SGD Pharma,SGD Pharma_S2P,Vendor Selected,False,Pipeline,150000.0,2027-03-17,False,Slowing,77.5,77.5,46.9,46.9,71.3,13.6,54.7,100.0,,False,momentum_adj -13.1: momentum 47 vs stage-expected 60 | preference +6.0: preference strength +1.00 (weight 20) — from Next-Step/narrative: 'positive feedback' in Next-Step/narrative | exec_access +4.5: exec access strength +1.00 (weight 15) — from Next-Step/narrative: 'cpo' in Next-Step/narrative | differentiation +3.6: differentiation strength +0.60 (weight 20) — from MEDDPICC: RFP released SGD already validated project budget. | business_case +3.0: business case strength +1.00 (weight 10) — from Next-Step/narrative: 'tco' in Next-Step/narrative | champion +1.4: champion strength +0.30 (weight 15) — from Next-Step/narrative: 'champion' in Next-Step/narrative,"next_step_plan +5.5: 6 upcoming milestone(s), nearest 2026-07-16 — live advancing plan | confidence -5.0: rep confidence 10% (low) | stalling -4.0: no recent meeting, but active deal flow 7d ago — late-stage email/contract cadence (award/redlines/scheduling) | engagement +0.4: engagement points 0.4 (type × buyer/rep × recency over 60d)",
Trelleborg AB,Trelleborg S2C,Qualified,False,Pipeline,150000.0,2027-06-29,False,On Track,30.0,30.0,64.0,64.0,30.5,0.0,44.2,30.0,74 by access to power (economic buyer)=partial,False,"momentum_adj +7.0: momentum 64 vs stage-expected 50 | differentiation +6.0: differentiation strength +1.00 (weight 20) — from Next-Step/narrative: 'pain point' in Next-Step/narrative | trend_nudge +6.0: recent CRM moves: stage advanced, amount up | competitive -4.5: competitive strength -1.00 (weight 15) | preference +2.4: preference strength +0.40 (weight 20) | stage_trend +2.4: stage trend +0.67",engagement +8.0: buyer touched the deal 9d ago (meeting) — freshness floor | progression +6.0: stage trend: moved UP recently — deal advancing,
